XNAME,FULLNAME,COND,FIRST,LAST,G,S,H,A,B,C,D,E,F,Table2_NAME,Table2_FORMULA,Table2_Mineral_Name,molar_volume(cm^3/mol),molar_volume(J/bar),Table2_Quelle,Table2_Bemerkungen
ZrCl2,[],(C),298.15,995,-454397.1632,110.0074374,-499997.7824,68.059,0.019926,0,0,0,0,ZrCl2, ZrCl2,,42.04658679,4.204658679,Materialsproject,
ZrF2,[],(L),298.15,3000,-878016.3036,80.83235017,-941059.9988,100,0,0,0,0,0,,,,,,,
ZrF2,[],(G),298.15,6000,-528083.4267,289.2758106,-511943.7372,23.47177124,0.131040674,-165980,0,-0.000125735,3.73168E-08,,,,,,,
ZrF3,[],(C),298.15,1200,-1331114.867,96.00844319,-1399997.481,96.897,0.012704,-1483200,0,0,0,,,,,,,
ZrF3,[],(L),298.15,3000,-1273949.991,102.1758846,-1370496.501,125,0,0,0,0,0,,,,,,,
ZrF3,[],(G),298.15,6000,-1090453.394,308.3661556,-1097889.841,51.66533661,0.080368994,-182534,0,-5.77804E-05,1.3497E-08,,,,,,,
ZrF4,[],(C),298.15,1183,-1815676.383,104.6104286,-1911296.892,81.643,0.080626,-21500,0,-1.9573E-05,0,ZrF4, ZrF4,,37.86691999,3.786691999,Materialsproject,
ZrF4,[],(L),298.15,2000,-1735036.717,120.3709702,-1868629.009,150,0,0,0,0,0,,,,,,,
ZrF4,[],(G),298.15,6000,-1637137.411,322.750582,-1669508.495,90.47854614,0.036859027,-1031992,0,-2.83114E-05,7.5073E-09,,,,,,,
ZrF,[],(G),298.15,6000,29281.88835,242.2201298,59831.62494,31.7252655,0.012737053,56386,0,-2.72203E-07,-1.1721E-09,,,,,,,
ZrF2,[],(C),298.15,1175,-915945.1989,81.00663381,-959998.0224,70.316,0.014193,-759800,0,0,0,,,,,,,
ZrI4,[],(L),298.15,1000,-447485.743,267.6362163,-466677.0876,155,0,0,0,0,0,,,,,,,
ZrI4,[],(G),298.15,6000,-411624.227,446.4713414,-353786.0468,107.5897827,0.001078402,-289296,0,-8.48248E-07,2.28768E-10,,,,,,,
ZrI,[],(G),298.15,6000,357190.8368,273.3602079,410959.9018,48.88401794,-0.018107962,-301198,0,1.90145E-05,-5.7221E-09,,,,,,,
ZrI2,[],(C),298.15,1100,-277189.0719,150.0079399,-277997.6307,74.548,0.014931,0,0,0,0,,,,,,,
ZrI2,[],(L),298.15,2000,-258663.2627,141.1565158,-270054.1867,110,0,0,0,0,0,,,,,,,
ZrI2,[],(G),298.15,6000,67203.66411,334.0825554,123280.0074,34.79371643,0.115989014,171738,0,-0.000114147,3.42388E-08,,,,,,,
ZrI3,[],(C),298.15,1000,-388889.2335,195.0099503,-391997.0313,96.798,0.02137,-370600,0,0,0,,,,,,,
ZrI3,[],(L),298.15,2000,-353531.3056,200.9326895,-373435.6037,130,0,0,0,0,0,,,,,,,
ZrI3,[],(G),298.15,6000,-186068.9015,399.926747,-125697.5385,64.07475281,0.070648132,125982,0,-6.37867E-05,1.78791E-08,,,,,,,
ZrI4,[],(C),298.15,773,-483270.7425,250.0125835,-487196.2451,123.274,0.016176,-257500,0,0,0,,,,,,,
NZr,[],(G),2016,6000,497271.687,1.508831071,480686.2204,91.061,-0.058936,0,0,1.5011E-05,0,,,,,,,
NZr,[],(C),298.15,3700,-346164.8733,38.80406599,-371498.7881,51.757,-0.003535,-960400,0,0.000006174,-1.045E-09,NZr, NZr,,14.82349948,1.482349948,Materialsproject,
NZr,[],(L),298.15,5000,-236247.2767,28.18746492,-318124.9461,67,0,0,0,0,0,,,,,,,
ZrO2,[],(G),298.15,6000,-327887.9934,264.5058407,-318313.8737,38.02709961,0.040989618,-467820,0,-3.08567E-05,8.06892E-09,,,,,,,
ZrO2,[],(L),298.15,6000,-946436.9512,28.91145039,-1052711.017,100,0,0,0,0,0,,,,,,,
ZrO,[],(G),298.15,10000,57163.78458,227.954431,83861.06004,29.92527008,0.075819409,-995450,0,-8.92544E-05,2.9419E-08,,,,,,,
ZrO2,[],(C),298.15,2983,-1048020.535,50.3956203,-1100298.324,68.329,0.009081,-1343800,0,0,0,ZrO2, ZrO2,Baddeleyit,21.14825281,2.114825281,Webmineral,
ZrS2,[],(G),298.15,6000,38313.37926,288.7206732,95728.25403,53.59947968,0.010876892,-461852,0,-9.67615E-06,3.0694E-09,,,,,,,
ZrS,[],(G),298.15,6000,251657.9095,241.580423,302702.2841,100.8353272,-0.119497046,-2631958,0,8.255E-05,-1.95298E-08,,,,,,,
ZrS2,[],(C),298.15,1823,-571350.2122,78.0069349,-576997.9322,65.285,0.01246,0,0,0,0,ZrS2, ZrS2,,46.97089129,4.697089129,Materialsproject,
ZrS2,[],(L),298.15,4000,-541200.7773,58.83785316,-564780.9952,100,0,0,0,0,0,,,,,,,
Zr,[],(C),298.15,2133,1.110428293,38.98255629,0.761005981,23.584,0.010008,-103800,0,0,0,Zr, Zr,,14.15172968,1.415172968,Materialsproject,
Zr,[],(L),298.15,6000,-2539.890138,24.07879891,-3491.0832,42.6,0,0,0,0,0,,,,,,,
Zr,[],(G),298.15,10000,558170.0277,181.2147932,599288.4438,43.60746002,-0.038951282,-680678,0,2.72309E-05,-5.55182E-09,,,,,,,
Zr2,[],(G),298.15,6000,847416.6118,264.185188,904469.3213,36.59604645,0.002167359,-153512,0,-1.33887E-06,3.83505E-10,,,,,,,
I3B,[],(G),298.15,6000,-33428.01797,350.3047565,21398.71501,72.37408447,0.022437033,-591272,0,-1.71782E-05,4.54474E-09,,,,,,,
IB,[],(G),298.15,6000,266343.6531,233.2412163,315489.2218,34.55728149,0.006431613,-210750,0,-4.63367E-06,1.24966E-09,,,,,,,
I2B,[],(G),298.15,6000,169529.0457,310.9961242,227595.758,52.09960938,0.013009555,-432396,0,-1.01983E-05,2.77284E-09,,,,,,,
ICBrClF,[],(G),298.15,6000,-135973.9115,353.4284181,-125003.7358,81.00712585,0.05443938,-904846,0,-4.06857E-05,1.05836E-08,,,,,,,
ICBrClH,[],(G),298.15,6000,40884.07846,337.9667751,59996.24022,66.88719177,0.060132092,-830130,0,-3.7904E-05,9.05757E-09,,,,,,,
I2CBrCl,[],(G),298.15,6000,137586.2066,382.2329822,169998.9414,96.00965881,0.025409216,-914474,0,-1.95829E-05,5.20499E-09,,,,,,,
ICBrCl2,[],(G),298.15,6000,50318.91829,361.7905509,59997.80521,92.09446716,0.033385211,-1019360,0,-2.55957E-05,6.7783E-09,,,,,,,
ICBr2Cl,[],(G),298.15,6000,84507.5283,373.1824375,114997.9735,94.43133545,0.02865564,-948026,0,-2.20464E-05,5.85262E-09,,,,,,,
ICBrFH,[],(G),298.15,6000,-139346.7003,325.1401944,-120004.8034,56.23534393,0.080066443,-755682,0,-5.20374E-05,1.25927E-08,,,,,,,
ICBrF2,[],(G),298.15,6000,-336722.3092,342.4916738,-325004.8711,69.20681763,0.07613916,-810522,0,-5.58753E-05,1.43473E-08,,,,,,,
ICBr2F,[],(G),298.15,6000,-102149.1189,366.1603726,-70002.70834,83.25819397,0.049877722,-835206,0,-3.72592E-05,9.68926E-09,,,,,,,
I2CBrF,[],(G),298.15,6000,-48585.09851,373.1029453,-15002.30473,84.94287109,0.047076074,-798004,0,-3.54308E-05,9.25771E-09,,,,,,,
ICBrH2,[],(G),298.15,6000,33667.56875,306.9565798,59995.51899,39.62408447,0.088498438,-513160,0,-5.01625E-05,1.10985E-08,,,,,,,
ICBr2H,[],(G),298.15,6000,70218.85646,347.0371993,109994.9207,67.0191803,0.06134696,-843596,0,-3.96042E-05,9.64427E-09,,,,,,,
I2CBrH,[],(G),298.15,6000,123522.8204,355.0147552,164996.5781,67.80647278,0.058427661,-764610,0,-3.67513E-05,8.78304E-09,,,,,,,
ICBr3,[],(G),298.15,6000,120765.5441,378.2014676,169998.7964,95.53674316,0.026297589,-853818,0,-2.02132E-05,5.3626E-09,,,,,,,
I2CBr2,[],(G),298.15,6000,169053.5122,385.6487434,219998.9304,99.10420227,0.020545636,-851116,0,-1.65865E-05,4.53495E-09,,,,,,,
I3CBr,[],(G),298.15,6000,222263.6611,395.1561764,274999.7157,98.69018555,0.019813235,-786598,0,-1.52935E-05,4.06936E-09,,,,,,,
IBr,[],(G),298.15,6000,-5272.583361,258.7031254,40799.41398,37.08311462,0.001374568,-82458,0,-8.72616E-07,3.36977E-10,,,,,,,
ICClFH,[],(G),298.15,6000,-173174.5776,312.8776599,-175005.9059,53.54589844,0.085438306,-831196,0,-5.60347E-05,1.36294E-08,,,,,,,
I2CClF,[],(G),298.15,6000,-82060.05814,358.9654246,-70002.44937,82.55432129,0.05065246,-853032,0,-3.75284E-05,9.7049E-09,,,,,,,
ICClH2,[],(G),298.15,6000,-91.37677086,295.415136,4994.870217,34.87019348,0.096928979,-440390,0,-5.5885E-05,1.24818E-08,,,,,,,
ICCl2H,[],(G),298.15,6000,7205.691695,323.9827564,4994.253265,62.5714035,0.070136108,-958550,0,-4.60549E-05,1.12977E-08,,,,,,,
I2CClH,[],(G),1500,6000,95689.98265,346.723705,113635.7354,107.9017487,9.22745E-05,-4029916,0,-1.70018E-08,1.09236E-12,,,,,,,
I2CCl2,[],(G),298.15,6000,105872.7958,361.9712106,114998.1092,94.9022522,0.02777276,-1008610,0,-2.14213E-05,5.69666E-09,,,,,,,
I3CCl,[],(G),298.15,6000,192602.3583,385.34974,224999.5521,96.35404968,0.02454119,-857968,0,-1.88416E-05,4.9948E-09,,,,,,,
ICCl3,[],(G),298.15,6000,24087.41572,340.4805282,9997.64451,89.75732422,0.038115936,-1090686,0,-2.91463E-05,7.7045E-09,,,,,,,
ICF2H,[],(G),298.15,6000,-364106.3145,305.7675098,-365004.7891,34.78118134,0.117237891,-224768,0,-7.66679E-05,1.84167E-08,,,,,,,
I2CFH,[],(G),298.15,6000,-86286.04534,332.5835681,-65005.93152,59.89671326,0.074118237,-963388,0,-4.86167E-05,1.1914E-08,,,,,,,
ICFH2,[],(G),298.15,6000,-170710.0192,286.1336693,-165004.6342,23.25549316,0.116759302,-186674,0,-6.88305E-05,1.55021E-08,,,,,,,
ICF3,[],(G),298.15,6000,-577127.1429,307.6391801,-589206.5784,55.57281494,0.101809888,-791182,0,-7.41666E-05,1.89409E-08,,,,,,,
I2CF2,[],(G),298.15,6000,-271979.2156,346.3766181,-260004.2482,72.55755615,0.07021344,-783032,0,-5.18442E-05,1.33692E-08,,,,,,,
I3CF,[],(G),298.15,6000,12199.57633,373.0739972,44997.63605,86.52148438,0.043829181,-764470,0,-3.29671E-05,8.61006E-09,,,,,,,
ICH3,[],(G),298.15,6000,6613.96282,253.7834637,14396.70108,19.07971954,0.101587817,-99184,0,-5.02457E-05,9.85002E-09,,,,,,,
I2CH2,[],(G),298.15,6000,94417.63375,309.8124187,120994.7195,44.31842041,0.081596558,-633622,0,-4.62784E-05,1.03163E-08,,,,,,,
I3CH,[],(G),298.15,6000,179177.9056,355.4207398,219996.5616,69.38320923,0.055185791,-731002,0,-3.42919E-05,8.13663E-09,,,,,,,
IC2H5_*,[*],(G),298.15,4000,5555.918425,295.4864169,-8375.784348,17.52923203,0.199659082,-252510,0,-0.000107438,2.26501E-08,,,,,,,
I4C,[],(G),298.15,6000,289046.4985,391.7795646,339999.6849,100.2685242,0.016567249,-753052,0,-1.28308E-05,3.42216E-09,,,,,,,
IC,[],(G),298.15,6000,519150.6578,241.2079626,570194.6957,44.61784363,-0.012079329,-427622,0,8.48438E-06,-1.988E-09,,,,,,,
I2C,[],(G),298.15,6000,412433.818,304.2074608,468396.9351,53.19798279,0.011020781,-428232,0,-8.99944E-06,2.57792E-09,,,,,,,
I3C,[],(G),298.15,6000,348020.0958,360.9095898,405985.9843,72.43681335,0.022391284,-638016,0,-1.71877E-05,4.55561E-09,,,,,,,
ICl,[],(G),298.15,6000,-7464.684991,247.4651839,17395.94298,36.51417541,0.00260833,-141258,0,-1.8795E-06,6.15326E-10,,,,,,,
IF,[],(G),298.15,6000,-113845.0985,236.087563,-89075.90724,33.91466522,0.008163863,-211192,0,-5.59205E-06,1.50174E-09,,,,,,,
IF5,[],(G),298.15,6000,-780992.1683,334.5757214,-841004.2857,111.2591095,0.04578045,-1717190,0,-3.5274E-05,9.37433E-09,,,,,,,
IF7,[],(G),298.15,6000,-851300.728,352.9762941,-961506.9388,149.2909851,0.070558923,-2693702,0,-5.42891E-05,1.44136E-08,,,,,,,
IH,[],(G),298.15,6000,-588.5489557,206.4428834,26357.53045,24.97358,0.007979778,153100,0,1.44157E-06,-1.43151E-09,,,,,,,
I,[],(G),298.15,10000,69807.65056,180.6790044,106763.0049,20.6791153,0.000416739,2412,0,-5.82371E-07,2.79019E-10,,,,,,,
I2,[],(C),298.15,387,2.654801655,116.1444791,1.632484301,41.886,0.042105,0,0,0,0,,,,,,,
I2,[],(L),298.15,760,17065.09736,150.8523896,13706.6228,79.555,0,0,0,0,0,,,,,,,
I2,[],(G),298.15,6000,16277.02198,260.5769286,62419.9752,36.98462677,0.002029189,-50506,0,-1.75367E-06,8.58669E-10,,,,,,,
IO,[],(G),298.15,6000,104523.383,239.4761594,129979.6174,27.92383,0.020456,-32696,0,-9.06148E-06,9.6996E-10,,,,,,,
PB,[],(C),298.15,1100,-116004.2273,26.77425038,-115450.0905,21.96075,0.0280261,0,0,0,0,,,,,,,
PC,[],(G),298.15,6000,471877.8697,216.1417465,520052.7717,21.90834427,0.029987128,79008,0,-2.26242E-05,6.5401E-09,,,,,,,
PCl2FO,[],(G),298.15,6000,-702785.4977,320.2125406,-739982.251,74.44412231,0.064584827,-947756,0,-4.67732E-05,1.19018E-08,,,,,,,
PClF2O,[],(G),298.15,6000,-985358.0103,304.9149928,-1022709.02,64.48423767,0.084067139,-1023782,0,-6.10635E-05,1.55705E-08,,,,,,,
PCl3F2,[],(G),298.15,6000,-814991.4054,337.9955022,-878821.2822,109.4872589,0.049072742,-1680502,0,-3.75908E-05,9.94991E-09,,,,,,,
PCl4F,[],(G),298.15,6000,-583772.9935,357.9077516,-646083.6346,116.5650787,0.034556665,-1500232,0,-2.65932E-05,7.06146E-09,,,,,,,
PClF,[],(G),298.15,6000,-293599.5432,279.3723847,-283276.1762,48.00963593,0.021004877,-484242,0,-1.59661E-05,4.20286E-09,,,,,,,
PClF2,[],(G),298.15,6000,-722087.2954,294.9363169,-735169.3521,62.84773254,0.04163045,-854230,0,-3.15387E-05,8.2825E-09,,,,,,,
PClF4,[],(G),298.15,6000,-1305343.813,326.6820192,-1365004.623,91.89382935,0.084191809,-1674906,0,-6.36912E-05,1.67099E-08,,,,,,,
PCl2F,[],(G),298.15,6000,-498923.4721,307.8004609,-512010.1861,70.43609619,0.026364807,-821202,0,-2.01317E-05,5.31664E-09,,,,,,,
PCl2F3,[],(G),298.15,6000,-1061439.573,335.2908504,-1122109.095,100.7752686,0.066377051,-1701904,0,-5.04061E-05,1.32606E-08,,,,,,,
PCl3O,[],(G),298.15,6000,-528325.7865,324.3417477,-568401.8035,83.29692078,0.047331482,-913428,0,-3.41476E-05,8.6657E-09,,,,,,,
PCl,[],(G),298.15,6000,108762.5297,236.7707629,134524.0515,34.95293427,0.005789023,-206620,0,-4.60498E-06,1.51154E-09,,,,,,,
PCl2,[],(G),298.15,6000,-62830.26765,285.0120126,-54292.27404,54.52672577,0.007837437,-483502,0,-6.09726E-06,1.63135E-09,,,,,,,
PCl3,[],(G),298.15,6000,-273629.8076,311.5904402,-289499.8369,77.23103333,0.012600543,-765246,0,-9.79631E-06,2.61988E-09,,,,,,,
PCl5,[],(G),298.15,6000,-312006.0496,367.0887672,-375999.9828,123.5928192,0.020068982,-1333980,0,-1.55805E-05,4.16263E-09,,,,,,,
PF3O,[],(G),298.15,6000,-1212378.745,285.2779798,-1252006.319,55.13556671,0.101792688,-943020,0,-7.37734E-05,1.87793E-08,,,,,,,
PF5,[],(G),298.15,6000,-1530584.081,300.8620286,-1593310.423,76.62104797,0.114063257,-1688662,0,-8.55816E-05,2.23234E-08,,,,,,,
PF,[],(G),298.15,6000,-73510.46655,224.8890008,-48043.75278,29.34028625,0.017024033,-155646,0,-1.2988E-05,3.62255E-09,,,,,,,
PF2,[],(G),298.15,6000,-521664.1488,262.0551761,-513106.5797,41.53960419,0.034054724,-471834,0,-2.57351E-05,6.74619E-09,,,,,,,
PF3,[],(G),298.15,6000,-941547.5757,272.921169,-957404.9364,54.90412903,0.057560242,-877164,0,-4.34164E-05,1.13662E-08,,,,,,,
POH,[],(G),298.15,6000,-68692.1336,235.5688095,-56870.48354,21.22311401,0.054135303,98312,0,-3.21298E-05,7.07233E-09,,,,,,,
PH2,[],(G),298.15,6000,103535.8936,212.5115192,119557.1015,21.97160721,0.035778351,253892,0,-1.18066E-05,8.17951E-10,,,,,,,
PH,[],(G),298.15,6000,203905.668,196.2830261,231653.841,25.28570175,0.007126956,146550,0,1.88831E-06,-1.37727E-09,,,,,,,
NP,[],(G),298.15,6000,148277.4665,211.0223929,171387.0228,21.29382706,0.02897597,122258,0,-1.97E-05,4.80329E-09,,,,,,,
PO,[],(G),298.15,6000,-51835.48061,222.6311682,-27965.23573,23.5189476,0.025644971,182070,0,-1.77228E-05,4.38194E-09,,,,,,,
PO2,[],(G),298.15,6000,-537361.6952,312.5692157,-519604.0136,55.68992615,0.095642969,-428656,0,-6.67065E-05,1.6502E-08,,,,,,,
P2O4,[],(G),298.15,6000,-891011.4159,312.7706202,-933764.4644,62.64305878,0.131176636,-803166,0,-9.29372E-05,2.32653E-08,,,,,,,
P2O5,[],(G),298.15,6000,-1066673.178,366.4439718,-1124375.396,83.31628418,0.13573728,-900020,0,-9.4432E-05,2.33225E-08,,,,,,,
P3O6,[],(G),298.15,6000,-1486433.382,375.890246,-1575813.159,118.1054535,0.200742822,-2686674,0,-0.000147714,3.80174E-08,,,,,,,
P4O6,[],(G),298.15,6000,-1502519.246,356.1958774,-1606018.165,146.1760864,0.177401416,-3520380,0,-0.000134261,3.52349E-08,,,,,,,
P4O7,[],(G),298.15,6000,-1860176.991,379.6622394,-1984478.189,146.2963867,0.222488184,-3551796,0,-0.000165567,4.29503E-08,,,,,,,
P4O8,[],(G),298.15,6000,-2154642.621,394.7369955,-2302248.135,146.3986206,0.267629395,-3582622,0,-0.000196929,5.06834E-08,,,,,,,
P4O9,[],(G),298.15,6000,-2440862.091,402.2780789,-2614018.082,146.516449,0.312723096,-3613904,0,-0.000228243,5.84017E-08,,,,,,,
P4O10,[],(C),298.15,699,-2754923.534,231.0216849,-3010093.54,45.413,0.67166,0,0,-0.0003386,0,P4O10, P4O10,,56.59397111,5.659397111,Materialsproject,P2O5
P4O10,[],(L),298.15,1100,-2762386.523,186.0787715,-3020522.058,370,0,0,0,0,0,,,,,,,
P4O10,[],(G),298.15,6000,-2705171.614,401.8640095,-2906249.971,146.6341248,0.357817627,-3645186,0,-0.000259556,6.61188E-08,,,,,,,
P_W,[W],(C),298.15,317,1.077939609,41.09239083,0.714041007,69.533,-0.3191,0,0,0.00055607,0,,,,,,,
P_W,[W],(L),298.15,900,658.3385025,43.03813604,619.4096,26.12,0,0,0,0,0,,,,,,,
P,[],(G),298.15,10000,280865.1434,163.0904754,316401.0235,20.67527008,0.000375545,3008,0,-4.42019E-07,1.7319E-10,,,,,,,
P2,[],(G),298.15,6000,101386.2471,218.0076753,143699.1286,30.83485031,0.013766272,-184640,0,-1.02696E-05,2.70631E-09,,,,,,,
P3,[],(G),298.15,6000,164142.7709,263.408572,209999.4099,53.3187561,0.018692044,-521750,0,-1.42399E-05,3.75431E-09,,,,,,,
P4,[],(G),298.15,6000,17161.2319,279.7607235,58899.19888,74.40583801,0.018596982,-1040800,0,-1.44458E-05,3.861E-09,,,,,,,
PS,[],(G),298.15,6000,102098.7708,233.957082,150192.6243,35.24698639,0.004668063,-100456,0,-3.30064E-06,8.68055E-10,,,,,,,
B,[],(C),298.15,2348,-0.046398461,5.899720592,0.040307573,14.92043,0.016167136,-720628,0,-6.49445E-06,1.05275E-09,,,,,,,
B,[],(L),298.15,6000,75356.90757,9.354593336,38191.93565,31.3925,0,0,0,0,0,,,,,,,
B,[],(G),298.15,10000,526098.5334,153.3279308,564959.58,20.78554153,1.0485E-06,932,0,-8.10414E-10,2.11877E-13,,,,,,,
B2,[],(G),298.15,6000,786010.9375,201.9196392,836341.5838,20.88114929,0.054166248,-150928,0,-4.79961E-05,1.42509E-08,,,,,,,
BBr,[],(G),298.15,6000,183355.9217,224.8769221,230437.5163,32.68034363,0.010262531,-208520,0,-7.52983E-06,2.00704E-09,,,,,,,
BBr2,[],(G),298.15,6000,33121.55779,294.4175388,87302.2069,48.83441925,0.019687918,-446708,0,-1.52462E-05,4.09613E-09,,,,,,,
BBr3,[],(G),298.15,6000,-254483.2746,324.3786632,-205302.6097,67.03620911,0.033030194,-629798,0,-2.5017E-05,6.56848E-09,,,,,,,
BC,[],(G),298.15,6000,774527.2126,211.7990628,827696.2865,26.04707718,0.023432697,-69750,0,-1.77876E-05,4.9605E-09,,,,,,,
BC2,[],(G),298.15,6000,733751.3223,236.5762663,790737.3371,34.45387268,0.041132654,89584,0,-2.41226E-05,5.19624E-09,,,,,,,
B2C,[],(G),298.15,6000,725751.3734,225.1285663,779414.5037,34.26519012,0.046846906,45198,0,-3.04815E-05,7.15097E-09,,,,,,,
B4C,[],(C),298.15,2700,-61661.47101,27.11538154,-61998.40776,105.922,0.000507,-4794400,0,1.0694E-05,0,,,,,,,
BCl,[],(G),298.15,6000,87550.93764,213.1271049,113048.2823,29.52902985,0.016445178,-159858,0,-1.20823E-05,3.16884E-09,,,,,,,
BCl2,[],(G),298.15,6000,-72365.99848,271.0759407,-60890.98169,43.30314636,0.030511426,-425584,0,-2.30904E-05,6.05942E-09,,,,,,,
BCl3,[],(G),298.15,6000,-390317.6044,289.3366354,-404503.0396,59.05590057,0.048436969,-711902,0,-3.61967E-05,9.41398E-09,,,,,,,
B2Cl4,[],(G),298.15,6000,-463403.5685,371.1297074,-490004.7098,92.27812195,0.073515881,-1044566,0,-5.49199E-05,1.42647E-08,,,,,,,
BClF,[],(G),298.15,6000,-293129.7773,264.8177826,-280193.8426,33.92107391,0.045679065,-183360,0,-3.2574E-05,8.19159E-09,,,,,,,
BClF2,[],(G),298.15,6000,-876879.5386,274.9862099,-888003.3686,41.18529511,0.077671094,-479480,0,-5.47557E-05,1.36567E-08,,,,,,,
BCl2F,[],(G),298.15,6000,-631842.1487,287.4513411,-643003.3964,50.37857819,0.062616443,-574116,0,-4.51718E-05,1.14578E-08,,,,,,,
BClFH,[],(G),298.15,6000,-479835.393,263.0137785,-483048.1543,32.96620178,0.077684973,-383838,0,-4.92537E-05,1.155E-08,,,,,,,
B3ClF2O3,[],(G),298.15,6000,-2057358.379,355.1098453,-2133563.931,67.57276916,0.260198779,-1297328,0,-0.000183703,4.58687E-08,,,,,,,
B3Cl2FO3,[],(G),298.15,6000,-1808017.881,372.0424871,-1883881.402,83.13856506,0.233474854,-1377006,0,-0.000165931,4.16307E-08,,,,,,,
BClH,[],(G),298.15,6000,98317.80317,240.3513065,115257.565,34.74690247,0.026785718,-285042,0,-1.32113E-05,2.6163E-09,,,,,,,
BClH2,[],(G),298.15,6000,-80618.05591,234.2392342,-80854.12611,23.49224854,0.07044248,-111674,0,-3.46401E-05,6.53557E-09,,,,,,,
BCl2H,[],(G),298.15,6000,-245924.1617,268.1101222,-250794.7727,39.24079895,0.067783765,-556546,0,-4.32079E-05,1.02213E-08,,,,,,,
BClOH,[],(G),298.15,6000,-245058.223,271.9290322,-247006.385,41.54560089,0.059362659,-396488,0,-3.83555E-05,9.47826E-09,,,,,,,
BClO2H2,[],(G),298.15,6000,-765047.3862,283.1547978,-805843.4256,50.16544342,0.116507642,-1204032,0,-7.4421E-05,1.82664E-08,,,,,,,
BCl2OH,[],(G),298.15,6000,-580065.575,296.4236246,-604977.9902,57.10816193,0.078247205,-889608,0,-5.24872E-05,1.31583E-08,,,,,,,
BClO,[],(G),298.15,6000,-323242.8568,237.1962371,-318543.8754,41.15539551,0.029908917,-319550,0,-1.67782E-05,3.46055E-09,,,,,,,
BCl2O,[],(G),298.15,6000,-351458.6289,292.1652876,-361576.7697,50.63541412,0.062383472,-598694,0,-4.51347E-05,1.14722E-08,,,,,,,
B3Cl3O3,[],(G),298.15,6000,-1557252.795,375.2126287,-1636038.76,88.44445801,0.225958691,-1414652,0,-0.000161829,4.08283E-08,,,,,,,
B2F4,[],(G),298.15,6000,-1413241.914,326.081534,-1437996.572,53.59516144,0.137719751,-548806,0,-9.62006E-05,2.38256E-08,,,,,,,
BF,[],(G),298.15,6000,-126636.3939,200.3412763,-101938.9703,20.77235413,0.029198926,151582,0,-1.9311E-05,4.62931E-09,,,,,,,
BF2,[],(G),298.15,6000,-512330.8253,247.0107333,-501436.4897,25.71786499,0.059590088,-1690,0,-4.16697E-05,1.03217E-08,,,,,,,
BF3,[],(G),298.15,6000,-1122181.385,254.30031,-1135953.086,32.43132782,0.091798462,-366932,0,-6.36672E-05,1.56901E-08,,,,,,,
BFH,[],(G),298.15,6000,-121148.6144,227.8515992,-104826.5859,22.92193222,0.046400098,73808,0,-2.56824E-05,5.43144E-09,,,,,,,
BFH2,[],(G),298.15,6000,-323187.9456,221.9038094,-323966.0239,11.2957592,0.091858826,231382,0,-4.90496E-05,9.98996E-09,,,,,,,
BF2H,[],(G),298.15,6000,-733403.1926,244.1931494,-738625.3015,16.36534882,0.105735913,-9690,0,-6.75619E-05,1.58346E-08,,,,,,,
BFOH,[],(G),298.15,6000,-465017.6556,259.7660577,-467287.3369,32.22454071,0.074771802,-178240,0,-4.82018E-05,1.17379E-08,,,,,,,
BFO2H2,[],(G),298.15,6000,-1009723.079,271.9029786,-1050346.691,36.53434753,0.140505615,-936048,0,-9.06411E-05,2.2175E-08,,,,,,,
BF2OH,[],(G),298.15,6000,-1067511.425,272.2510758,-1092280.024,37.26249695,0.11300415,-680156,0,-7.59467E-05,1.88146E-08,,,,,,,
BFO,[],(G),298.15,6000,-597478.216,224.8661477,-592987.7003,35.65568542,0.039126123,-334280,0,-2.30416E-05,5.01263E-09,,,,,,,
BF2O,[],(G),298.15,6000,-822741.9743,268.1059947,-832780.6619,33.22986603,0.091903979,-432506,0,-6.45494E-05,1.60573E-08,,,,,,,
B3F3O3,[],(G),298.15,6000,-2305016.591,334.8970886,-2383394.288,57.87071228,0.275965723,-1184612,0,-0.000193662,4.81363E-08,,,,,,,
BH,[],(G),298.15,6000,419426.3035,171.7387439,446219.9391,24.87189865,0.008498668,157290,0,5.18784E-07,-8.93032E-10,,,,,,,
BH2,[],(G),298.15,6000,278638.9672,193.4443483,295311.4212,30.67686462,0.012175479,-3506,0,5.91723E-06,-3.02977E-09,,,,,,,
BH3,[],(G),298.15,6000,92300.69715,187.5969012,92004.95286,10.85138321,0.066016028,534422,0,-1.98372E-05,1.00619E-09,,,,,,,
B2H6,[],(G),298.15,6000,71799.53389,232.3742799,36598.37527,-8.55106544,0.256034473,126716,0,-0.00013966,2.85364E-08,,,,,,,
NBH6,[],(G),298.15,6000,-57932.08285,240.7800069,-114979.4707,-4.67331982,0.21909248,501326,0,-0.000111653,2.20699E-08,,,,,,,
N3B3H6,[],(G),298.15,6000,-415882.7624,287.429856,-512021.9338,9.91422081,0.397881885,-1278848,0,-0.00024711,5.78299E-08,,,,,,,
BOH_1,[],(G),298.15,6000,-197868.3288,202.5830586,-188629.6756,26.53533173,0.040282263,-150298,0,-1.83846E-05,3.14326E-09,,,,,,,
BOH_2,[],(G),298.15,6000,-32674.03647,217.7737089,-19768.02628,25.04844284,0.042023126,-15110,0,-2.52117E-05,6.02517E-09,,,,,,,
BO2H,[],(C),298.15,509,-742528.2453,49.00551332,-804598.3599,37.24,0.05858,0,0,0,0,,,,,,,
