XNAME,FULLNAME,COND,FIRST,LAST,G,S,H,Cp,Table2_NAME,Table2_FORMULA,Table2_Mineral_Name,molar_volume(cm^3/mol),molar_volume(J/bar),Table2_Quelle,Table2_Bemerkungen,Table4.XNAME,Table4.SOURCE,Table4.ENTAL,Table4.FIRST,Table4.LAST,Table4.INTERV,Table4.G0,Table4.LT1,Table4.UT1,Table4.A1,Table4.B1,Table4.C1,Table4.D1,Table4.E1,Table4.F1,Table4.LT2,Table4.UT2,Table4.A2,Table4.B2,Table4.C2,Table4.D2,Table4.E2,Table4.F2,Table4.LT3,Table4.UT3,Table4.A3,Table4.B3,Table4.C3,Table4.D3,Table4.E3,Table4.F3,Table4.LT4,Table4.UT4,Table4.A4,Table4.B4,Table4.C4,Table4.D4,Table4.E4,Table4.F4,Table4.LT5,Table4.UT5,Table4.A5,Table4.B5,Table4.C5,Table4.D5,Table4.E5,Table4.F5,Table4.LT6,Table4.UT6,Table4.A6,Table4.B6,Table4.C6,Table4.D6,Table4.E6,Table4.F6
CaF2,[],(G),298.15,6000,-801516.1361,274.2802354,-790828.6529,51.197463,,,,,,,,CaF2,798,-803.64,298.15,6000,2,-801516.1361,298.15,1500,53.71109772,0.009526291,-422216,0,-7.38463E-06,1.97086E-09,1500,6000,58.18761444,6.38448E-06,-815118,0,-1.12933E-09,6.92302E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaFOH,[],(G),298.15,6000,-686289.8455,290.4143184,-688675.7112,65.43990911,,,,,,,,CaFOH,1363,-703.716,298.15,6000,2,-686289.8455,298.15,1500,72.89881897,-0.000151975,-690090,0,4.3163E-06,-1.28935E-09,1500,6000,76.41497803,0.003173764,-5274414,0,-5.6363E-07,3.52571E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaH,[],(G),298.15,6000,199870.17,201.7310745,229406.2207,29.88778101,,,,,,,,CaH,789,220.701,298.15,6000,2,199870.17,298.15,1500,21.72386932,0.029239996,95642,0,-1.98285E-05,5.00735E-09,1500,6000,48.04296875,-0.003743832,-13217584,0,4.86815E-07,-1.07701E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaH2,[],(C),298.15,1273,-145436.61,41.40413438,-176998.7708,41.00001135,CaH2, CaH2,,21.48654657,2.148654657,Materialsproject,,CaH2,790,-183.77,298.15,1273,2,-145436.61,298.15,1053,29.93,0.037129,0,0,0,0,1053,1273,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaH2,[],(L),298.15,2000,-118959.9621,35.07132035,-164704.6196,75,,,,,,,,CaH2,790,-183.77,298.15,2000,1,-118959.9621,298.15,2000,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaIOH,[],(G),298.15,6000,-415006.7794,319.6876911,-394720.1939,68.31635921,,,,,,,,CaIOH,1366,-410.902,298.15,6000,2,-415006.7794,298.15,1500,75.01210022,-0.004640621,-528610,0,7.79852E-06,-2.21925E-09,1500,6000,76.42008972,0.003171406,-4927642,0,-5.63225E-07,3.52328E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaOH,[],(G),298.15,6000,-189254.0165,238.7342254,-177254.9732,46.72126486,,,,,,,,CaOH,791,-188.304,298.15,6000,2,-189254.0165,298.15,1500,52.5065918,-0.000827654,-524858,0,4.49184E-06,-1.2642E-09,1500,6000,66.13256836,-0.00524271,-10837124,0,1.66353E-06,-1.19751E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaO2H2,[],(C),298.15,1023,-907016.251,83.40882346,-985897.3767,87.48756192,CaO2H2, CaO2H2,Portlandit,32.80862286,3.280862286,Webmineral,Ca(OH)2,CaO2H2,793,-1000.06,298.15,1023,1,-907016.251,298.15,1023,89.264,0.033112,-1035500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaO2H2,[],(L),298.15,1500,-905217.5084,51.85503152,-989700.7128,153,,,,,,,,CaO2H2,793,-1000.06,298.15,1500,1,-905217.5084,298.15,1500,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaO2H2,[],(G),298.15,6000,-586461.9874,291.922626,-605603.3296,76.97817269,,,,,,,,CaO2H2,794,-622.194,298.15,6000,2,-586461.9874,298.15,1500,88.80635071,-0.002568761,-1053634,0,9.70468E-06,-2.72438E-09,1500,6000,93.66273499,0.006779086,-9773206,0,-1.20084E-06,7.49769E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaPO4H,[],(C),298.15,1000,-1713457.212,111.3624612,-1813954.721,109.3893898,CaPO4H, CaPO4H,Monetit,46.64148019,4.664148019,Webmineral,,CaPO4H,Kub,-1813.958,298.15,1000,1,-1713457.212,298.15,1000,138.37364,0.05509011,-4036594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaHfO3,[],(C),298.15,2000,-1709790.432,100.4067656,-1778188.599,146.8107171,,,,,,,,CaHfO3,Kub,-1778.193,298.15,2000,1,-1709790.432,298.15,2000,120.8887,0.01355292,1945096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaI2,[],(G),298.15,6000,-315096.0842,326.4686476,-261917.517,60.8330882,,,,,,,,CaI2,808,-277.97,298.15,6000,2,-315096.0842,298.15,1500,62.09104156,0.000578047,-123842,0,-4.54415E-07,1.22542E-10,1500,6000,62.35417175,2.3932E-06,-142988,0,-5.04436E-10,3.71359E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaI,[],(G),298.15,6000,-38249.81406,261.0989935,12187.12145,36.71232161,,,,,,,,CaI,806,2.167,298.15,6000,2,-38249.81406,298.15,1500,37.27708435,0.000864132,-70788,0,-3.18556E-07,8.44542E-11,1500,6000,40.41126251,-0.00294222,-465270,0,1.20584E-06,-1.07647E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaI2,[],(C),298.15,1056,-535243.6038,145.3077544,-537997.6912,76.98639092,,,,,,,,CaI2,807,-555.97,298.15,1056,1,-535243.6038,298.15,1056,71.944,0.018995,-55200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaI2,[],(L),298.15,4500,-483783.3971,159.7284975,-510118.8279,103,,,,,,,,CaI2,807,-555.97,298.15,4500,1,-483783.3971,298.15,4500,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca3N2,[],(C),298.15,1468,-402944.4425,107.9328413,-439211.5903,113.7661745,Ca3N2, Ca3N2,,56.87851726,5.687851726,Materialsproject,,Ca3N2,Kub,-439.215,298.15,1468,1,-402944.4425,298.15,1468,138.75011,0.0154771,-2631106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaN2O6,[],(C),298.15,833,-782992.007,193.2696183,-937824.5238,149.3159901,CaN2O6, CaN2O6,,72.02796511,7.202796511,Materialsproject,Ca(NO3)2,CaN2O6,New,-937.829,298.15,833,1,-782992.007,298.15,833,122.85471,0.1539344,-1727578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaO,[],(C),298.15,2900,-606826.7499,38.09506294,-635117.35,42.03893158,CaO, CaO,Lime (engl.),16.61809743,1.661809743,Webmineral,,CaO,786,-641.867,298.15,2900,1,-606826.7499,298.15,2900,51.84561,0.002438418,-936376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaO,[],(L),298.15,5000,-639304.1788,-15.94206157,-659409.7975,83.97992,,,,,,,,CaO,786,-641.867,298.15,5000,1,-639304.1788,298.15,5000,83.97992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaO2,[],(C),298.15,600,-624639.6936,83.66833331,-658819.5153,82.8234,CaO2, CaO2,,25.23156536,2.523156536,Materialsproject,,CaO2,Kub,-658.822,298.15,600,1,-624639.6936,298.15,600,82.8234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaO,[],(G),298.15,6000,19379.27112,219.5542337,42988.43163,32.44270839,,,,,,,,CaO,787,34.037,298.15,6000,2,19379.27112,298.15,1500,28.73475,0.02331318,-123288,0,-2.35161E-05,8.84724E-09,1500,6000,-111.8018,0.12154648,56074800,0,-2.77979E-05,2.00445E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca2P2O7,[],(C),298.15,1626,-3181639.118,189.2159779,-3335936.368,187.7177064,Ca2P2O7, Ca2P2O7,,90.31570107,9.031570107,Materialsproject,,Ca2P2O7,Kub,-3335.942,298.15,1626,2,-3181639.118,298.15,1413,221.82449,0.06174108,-4668228,0,0,0,1413,1626,318.53545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca2P2O7,[],(L),298.15,2000,-3262988.844,2.723978919,-3404405.823,404.9144,,,,,,,,Ca2P2O7,Kub,-3335.942,298.15,2000,1,-3262988.844,298.15,2000,404.9144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca3P2O8,[],(C),298.15,2003,-3942800.337,235.9441154,-4116065.167,227.7471113,Ca3P2O8, Ca3P2O8,Tuit,90.00490842,9.000490842,Webmineral,,Ca3P2O8,Kub,-4116.072,298.15,2003,2,-3942800.337,298.15,1373,201.78792,0.16598144,-2091500,0,0,0,1373,2003,330.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaSO4,[],(C),298.15,1733,-1332470.485,107.0100633,-1434497.012,99.66007849,CaSO4, CaSO4,Anhydrit,45.93237311,4.593237311,Webmineral,,CaSO4,811,-1451.7,298.15,1733,2,-1332470.485,298.15,1473,113.05,0.0487,-2481000,0,0,0,1473,1733,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaSO4,[],(L),298.15,3000,-1294627.999,87.41199089,-1418497.177,165,,,,,,,,CaSO4,811,-1451.7,298.15,3000,1,-1294627.999,298.15,3000,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaSO3,[],(C),298.15,1000,-1110917.418,101.2377998,-1171237.257,91.43427282,,,,,,,,CaSO3,Kub,-1171.24,298.15,1000,1,-1110917.418,298.15,1000,76.9672,0.0485228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaTiO3,[],(C),298.15,2243,-1599749.744,93.75085196,-1661485.073,97.67146269,CaTiO3, CaTiO3,Perowskit,33.69387755,3.369387755,Webmineral,,CaTiO3,New,-1661.488,298.15,2243,2,-1599749.744,298.15,1530,127.45601,0.00568888,-2798426,0,0,0,1530,2243,133.98149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaUO4,[],(C),298.15,2123,-1920272.697,143.0717221,-1997797.087,130.4175113,,,,,,,,CaUO4,Kub,-1997.801,298.15,2123,2,-1920272.697,298.15,1025,115.57629,0.0497777,0,0,0,0,1025,2123,112.98283,0.05262214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaWO4,[],(C),298.15,2000,-1604497.154,124.7591512,-1683657.502,126.0613132,,,,,,,,CaWO4,New,-1683.679,298.15,2000,1,-1604497.154,298.15,2000,111.29,0.052484,0,0,-9.8634E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaZrO3,[],(L),298.15,5000,-1701823.482,36.53734346,-1782537.909,167,,,,,,,,CaZrO3,1791,-1782.7,298.15,5000,1,-1701823.482,298.15,5000,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaZrO3,[],(C),298.15,2643,-1687662.381,100.0100428,-1765997.004,99.90998694,CaZrO3, CaZrO3,Lakargiit,38.05240193,3.805240193,Webmineral,,CaZrO3,1791,-1782.7,298.15,2643,1,-1687662.381,298.15,2643,128.406,0.004301,-2647100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca3P2,[],(C),298.15,1100,-509255.0895,123.8284993,-506139.5117,116.2773817,,,,,,,,Ca3P2,Kub,-506.143,298.15,1100,1,-509255.0895,298.15,1100,107.9214,0.0280261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaPb,[],(C),298.15,1223,-124579.7889,80.73695474,-119632.4929,50.23787183,CaPb, CaPb,,72.89560504,7.289560504,Materialsproject,,CaPb,Kub,-119.634,298.15,1223,1,-124579.7889,298.15,1223,43.5032,0.0225882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca2Pb,[],(C),298.15,1383,-221054.4261,105.4185395,-215421.9309,68.97042923,Ca2Pb, Ca2Pb,,60.16735889,6.016735889,Materialsproject,,Ca2Pb,Kub,-215.424,298.15,1383,1,-221054.4261,298.15,1383,62.41036,0.02200258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaS,[],(L),298.15,5500,-370135.6965,55.40076762,-424728.9609,67,,,,,,,,CaS,809,-484.01,298.15,5500,1,-370135.6965,298.15,5500,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaS,[],(G),298.15,6000,73201.57544,232.504817,121336.4898,34.80723567,,,,,,,,CaS,810,111.976,298.15,6000,2,73201.57544,298.15,1500,34.93254852,0.008553914,-164168,0,-1.09616E-05,5.4915E-09,1500,6000,-1.45318198,0.043393939,-4776860,0,-1.03913E-05,7.76609E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaS,[],(C),298.15,2800,-471008.5654,56.50478764,-474998.5778,47.44908366,CaS, CaS,"Oldhamit = (Ca,Mg,Fe)S",28.12038628,2.812038628,Materialsproject,Data for Ca end member,CaS,809,-484.01,298.15,2800,1,-471008.5654,298.15,2800,46.29,0.00837,-118800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca3Sb2,[],(C),298.15,1620,-739476.0488,157.2922487,-727838.5864,113.7857882,,,,,,,,Ca3Sb2,Kub,-727.842,298.15,1620,1,-739476.0488,298.15,1620,104.9933,0.02949015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaSe,[],(C),298.15,2000,-374914.1946,69.02433851,-368102.5573,48.0890229,,,,,,,,CaSe,Kub,-368.104,298.15,2000,1,-374914.1946,298.15,2000,45.5947,0.008366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca2Sn,[],(C),298.15,1395,-321372.691,100.399202,-313722.8526,71.57891038,Ca2Sn, Ca2Sn,,58.27520226,5.827520226,Materialsproject,,Ca2Sn,Kub,-313.725,298.15,1395,1,-321372.691,298.15,1395,66.0914,0.0184052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca2Sn,[],(L),298.15,2000,-232614.2291,119.7402829,-266462.3645,95.7907,,,,,,,,Ca2Sn,Kub,-313.725,298.15,2000,1,-232614.2291,298.15,2000,95.7907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaSn,[],(C),298.15,1260,-164420.4602,70.69754141,-158952.5565,48.11769737,CaSn, CaSn,,37.02984243,3.702984243,Materialsproject,,CaSn,Kub,-158.954,298.15,1260,1,-164420.4602,298.15,1260,43.5032,0.0154771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaSn,[],(L),298.15,2000,-102519.7651,89.24291607,-125239.0151,63.9999,,,,,,,,CaSn,Kub,-158.954,298.15,2000,1,-102519.7651,298.15,2000,63.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaTe,[],(C),298.15,1500,-280660.3944,80.73608577,-271893.7519,41.60150363,,,,,,,,CaTe,Kub,-271.895,298.15,1500,1,-280660.3944,298.15,1500,38.4836,0.0104575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaZn2,[],(C),298.15,963,-104239.3032,101.6544264,-94115.75589,74.80332364,CaZn2, CaZn2,,38.70038427,3.870038427,Materialsproject,,CaZn2,Kub,-94.118,298.15,963,1,-104239.3032,298.15,963,66.5097,0.02781695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaZn2,[],(L),298.15,2000,-43114.734,129.5794304,-59391.97089,96.6273,,,,,,,,CaZn2,Kub,-94.118,298.15,2000,1,-43114.734,298.15,2000,96.6273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaZn,[],(C),298.15,750,-79603.6994,66.51465686,-73201.52207,49.26494786,CaZn, CaZn,,32.25217705,3.225217705,Materialsproject,,CaZn,Kub,-73.203,298.15,750,1,-79603.6994,298.15,750,40.78425,0.0284444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaZn,[],(L),298.15,2000,-48767.71493,87.89854667,-54596.44771,63.5816,,,,,,,,CaZn,Kub,-73.203,298.15,2000,1,-48767.71493,298.15,2000,63.5816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaC2,[],(C),298.15,2573,-72691.98386,69.96625843,-59828.13338,62.1818801,,,,,,,,CaC2,Kie,-59.83,298.15,2573,1,-72691.98386,298.15,2573,88.75924028,-0.027272322,-1745774,0,1.34187E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaC2,[],(L),298.15,4000,-50467.34655,24.9110677,-51036.7,110,,,,,,,,CaC2,My,-51.04,298.15,4000,1,-50467.34655,298.15,4000,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CaTiO3,[],(L),298.15,4000,-1508650.151,142.0135831,-1555995.95,135,,,,,,,,CaTiO3,My,-1556,298.15,4000,1,-1508650.151,298.15,4000,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Na3As,[],(C),298.15,1000,-226649.528,138.0488348,-217513.0677,97.74518584,Na3As, Na3As,,61.54999222,6.154999222,Materialsproject,,Na3As,Kub,-217.516,298.15,1000,1,-226649.528,298.15,1000,82.4051,0.0514509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaBO2,[],(L),298.15,3000,-939921.1726,19.5560096,-992021.2782,145,,,,,,,,NaBO2,1141,-988.132,298.15,3000,1,-939921.1726,298.15,3000,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaBO2,[],(G),298.15,6000,-643275.3344,286.2057271,-633449.7398,58.12514549,,,,,,,,NaBO2,1142,-647.132,298.15,6000,2,-643275.3344,298.15,1500,49.04133606,0.054680872,-386234,0,-3.47296E-05,8.03092E-09,1500,6000,81.97894287,0.000573452,-6328278,0,-1.04965E-07,6.71285E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Na2B4O8,[],(C),298.15,1015,-3102685.979,177.0272919,-3275896.787,362.0637119,,,,,,,,Na2B4O8,New,-3272.272,298.15,1015,1,-3102685.979,298.15,1015,-4897.1,17.611,151270000,0,-0.021843,9.37392E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Na2B4O8,[],(L),298.15,3000,-3171780.145,12.42662823,-3334977.5,444.78,,,,,,,,Na2B4O8,New,-3272.272,298.15,3000,1,-3171780.145,298.15,3000,444.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Na2B6O10,[],(C),298.15,2000,-4365408.517,231.4250181,-4579336.071,252.6462044,,,,,,,,Na2B6O10,New,-4579.117,298.15,2000,1,-4365408.517,298.15,2000,-11.016,0.81756,5021400,0,-0.00043491,7.84596E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaBO2,[],(C),298.15,1239,-924965.0478,73.5366265,-976498.0224,65.94041452,,,,,,,,NaBO2,1141,-988.132,298.15,1239,1,-924965.0478,298.15,1239,45.658,0.09741,-465100,0,-3.9691E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaBr,[],(L),298.15,3400,-322075.0118,98.26889621,-342397.4186,68,,,,,,,,NaBr,1128,-372.75,298.15,3400,1,-322075.0118,298.15,3400,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaBr,[],(G),298.15,6000,-188726.8886,241.115997,-145927.8676,36.33799128,,,,,,,,NaBr,1129,-155.75,298.15,6000,2,-188726.8886,298.15,1500,36.98390961,0.001699255,-97008,0,-7.63778E-07,2.50083E-10,1500,6000,43.66573334,-0.004671148,-3188110,0,1.73213E-06,-1.59781E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Na2Br2,[],(G),298.15,6000,-527350.5674,350.9393476,-480846.4643,80.31771449,,,,,,,,Na2Br2,1130,-500.44,298.15,6000,2,-527350.5674,298.15,1500,82.87815857,0.000576185,-239586,0,-4.5295E-07,1.22087E-10,1500,6000,83.14283752,7.17226E-07,-260580,0,-1.38127E-10,9.62568E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaBr,[],(C),298.15,1020,-356219.3266,86.93515659,-361158.4587,51.37968591,NaBr, NaBr,,32.97061845,3.297061845,Materialsproject,,NaBr,1128,-372.75,298.15,1020,1,-356219.3266,298.15,1020,43.845,0.020291,132000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Na2CO3,[],(L),298.15,3000,-1044492.514,103.40998,-1130303.906,195,,,,,,,,Na2CO3,1140,-1149.94,298.15,3000,1,-1044492.514,298.15,3000,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Na2CO3,[],(C),298.15,1131,-1051677.302,135.011287,-1129186.632,112.3002326,Na2CO3, Na2CO3,Natrit,41.67321406,4.167321406,Webmineral,,Na2CO3,1140,-1149.94,298.15,1131,3,-1051677.302,298.15,623,64.118,0.161604,0,0,0,0,623,752,64.118,0.161604,0,0,0,0,752,1131,36.836,0.1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
