XNAME,FULLNAME,COND,FIRST,LAST,G,S,H,Cp,Table2_NAME,Table2_FORMULA,Table2_Mineral_Name,molar_volume(cm^3/mol),molar_volume(J/bar),Table2_Quelle,Table2_Bemerkungen,Table4.XNAME,Table4.SOURCE,Table4.ENTAL,Table4.FIRST,Table4.LAST,Table4.INTERV,Table4.G0,Table4.LT1,Table4.UT1,Table4.A1,Table4.B1,Table4.C1,Table4.D1,Table4.E1,Table4.F1,Table4.LT2,Table4.UT2,Table4.A2,Table4.B2,Table4.C2,Table4.D2,Table4.E2,Table4.F2,Table4.LT3,Table4.UT3,Table4.A3,Table4.B3,Table4.C3,Table4.D3,Table4.E3,Table4.F3,Table4.LT4,Table4.UT4,Table4.A4,Table4.B4,Table4.C4,Table4.D4,Table4.E4,Table4.F4,Table4.LT5,Table4.UT5,Table4.A5,Table4.B5,Table4.C5,Table4.D5,Table4.E5,Table4.F5,Table4.LT6,Table4.UT6,Table4.A6,Table4.B6,Table4.C6,Table4.D6,Table4.E6,Table4.F6
C2ClF2H_TRANS,[TRANS],(G),298.15,6000,-301780.8803,303.6068999,-323108.3381,73.11023631,,,,,,,,C2ClF2H_TRANS,352,-338.149,298.15,6000,2,-301780.8803,298.15,1500,48.73531342,0.133036938,-727024,0,-8.61217E-05,2.05336E-08,1500,6000,127.2897644,0.002768753,-15929372,0,-4.99668E-07,3.16299E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2Cl2FH,[],(G),298.15,6000,-148190.4277,320.0384298,-168676.0633,77.25460287,,,,,,,,C2Cl2FH,353,-184.927,298.15,6000,2,-148190.4277,298.15,1500,57.56222534,0.12611355,-965370,0,-8.55978E-05,2.11503E-08,1500,6000,128.3161621,0.00227908,-13440192,0,-4.11657E-07,2.60658E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C2Cl2FH_1,1","[1,1]",(G),298.15,6000,-137290.5233,314.2957521,-159082.691,76.54524008,,,,,,,,"C2Cl2FH_1,1",356,-174.928,298.15,6000,2,-137290.5233,298.15,1500,54.77090454,0.123064893,-741382,0,-7.9663E-05,1.90228E-08,1500,6000,127.4774933,0.002676358,-14967052,0,-4.82702E-07,3.05397E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2Cl2FH_CIS,[CIS],(G),298.15,6000,-146384.7025,313.7496531,-168210.6884,76.24239476,,,,,,,,C2Cl2FH_CIS,355,-183.927,298.15,6000,2,-146384.7025,298.15,1500,56.40689087,0.121090015,-867854,0,-7.88116E-05,1.89109E-08,1500,6000,127.5648804,0.002634863,-14713684,0,-4.75351E-07,3.00838E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2Cl2FH_TRANS,[TRANS],(G),298.15,6000,-147341.207,314.5915482,-169063.4442,76.12672242,,,,,,,,C2Cl2FH_TRANS,354,-184.927,298.15,6000,2,-147341.207,298.15,1500,55.30752563,0.123389404,-828284,0,-0.00008061,1.9396E-08,1500,6000,127.5260773,0.002652011,-14774724,0,-4.78188E-07,3.02485E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CClFH,[],(G),298.15,6000,-81675.32452,268.3748142,-83145.15173,45.04060632,,,,,,,,CClFH,341,-94.287,298.15,6000,2,-81675.32452,298.15,1500,24.95618057,0.088997046,-157120,0,-5.66775E-05,1.34216E-08,1500,6000,78.54052734,0.002220436,-11261818,0,-4.00676E-07,2.53588E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CClFH2,[],(G),298.15,6000,-251980.2759,264.2893303,-270004.7738,47.00187134,,,,,,,,CClFH2,342,-281.252,298.15,6000,2,-251980.2759,298.15,1500,15.43170166,0.130163745,-70244,0,-7.78002E-05,1.76571E-08,1500,6000,98.80862427,0.004471352,-19875360,0,-8.06361E-07,5.10132E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CClF2H,[],(G),298.15,6000,-450212.7305,280.7785,-475005.7885,55.80054504,,,,,,,,CClF2H,343,-487.367,298.15,6000,2,-450212.7305,298.15,1500,29.4445343,0.127019629,-410166,0,-8.36482E-05,2.01865E-08,1500,6000,103.1288452,0.002393833,-14118708,0,-4.32266E-07,2.73728E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCl2FH,[],(G),298.15,6000,-255132.0472,293.1664181,-280005.6704,60.95834356,,,,,,,,CCl2FH,344,-293.294,298.15,6000,2,-255132.0472,298.15,1500,42.36898804,0.104575757,-615858,0,-6.86425E-05,1.66018E-08,1500,6000,103.3509064,0.002284015,-12432394,0,-4.12094E-07,2.60794E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2ClFH2,[],(G),298.15,6000,-150206.4319,284.376246,-165113.4304,68.25345177,,,,,,,,C2ClFH2,345,-178.571,298.15,6000,2,-150206.4319,298.15,1500,65.21496582,0.089625989,-1710432,0,-5.37544E-05,1.26884E-08,1500,6000,122.9650726,0.004815192,-17611152,0,-8.64278E-07,5.44987E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CClFO,[],(G),298.15,6000,-418716.1566,276.5780294,-429493.9548,52.36863965,,,,,,,,CClFO,340,-441.395,298.15,6000,2,-418716.1566,298.15,1500,40.76843262,0.073216479,-547762,0,-4.93107E-05,1.19275E-08,1500,6000,82.12582397,0.000502159,-6987522,0,-9.20381E-08,5.89115E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CClH2,[],(G),298.15,6000,115051.5538,243.3027684,116843.1385,43.14796503,,,,,,,,CClH2,314,105.867,298.15,6000,2,115051.5538,298.15,1500,29.09614,0.05872914,-103162,0,-2.73539E-05,5.04933E-09,1500,6000,74.5023,0.004150562,-14930556,0,-7.47964E-07,4.72938E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CClH3,[],(G),298.15,6000,-66269.19626,234.2129244,-81853.44014,40.70267323,,,,,,,,CClH3,315,-92.264,298.15,6000,2,-66269.19626,298.15,1500,8.827316,0.11933896,130508,0,-6.19595E-05,1.26057E-08,1500,6000,94.59439,0.006484922,-24848900,0,-1.16885E-06,7.39155E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCl2H,[],(G),298.15,6000,76627.59542,277.7059108,73877.91118,52.63594981,,,,,,,,CCl2H,316,61.521,298.15,6000,2,76627.59542,298.15,1500,45.04821014,0.053154517,-497488,0,-3.21943E-05,7.47219E-09,1500,6000,78.83384705,0.002074992,-8820186,0,-3.73915E-07,2.3641E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCl2H2,[],(G),298.15,6000,-75302.61026,270.2266018,-95005.29696,50.90685736,,,,,,,,CCl2H2,317,-106.854,298.15,6000,2,-75302.61026,298.15,1500,27.47470474,0.109597925,-347554,0,-6.43371E-05,1.4506E-08,1500,6000,98.93582153,0.004405573,-18332636,0,-7.93917E-07,5.01987E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCl3H,[],(G),298.15,6000,-74886.81666,296.2190313,-102705.433,66.79910229,,,,,,,,CCl3H,318,-117.002,298.15,6000,2,-74886.81666,298.15,1500,51.96273041,0.09403562,-762534,0,-5.60358E-05,1.3543E-08,1500,6000,102.9103394,0.010100626,-11327408,0,-4.1632E-07,2.80627E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2ClH,[],(G),298.15,6000,197750.7922,241.8384439,212863.9739,54.30904377,,,,,,,,C2ClH,319,201.076,298.15,6000,2,197750.7922,298.15,1500,54.34702301,0.030217218,-720022,0,-1.11094E-05,1.5147E-09,1500,6000,80.44473267,0.003281604,-10664642,0,-5.88947E-07,3.71279E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2ClH3,[],(G),298.15,6000,31796.4232,263.8805663,22993.95342,53.6276406,,,,,,,,C2ClH3,320,11.181,298.15,6000,2,31796.4232,298.15,1500,23.54097748,0.140221997,-462080,0,-7.84827E-05,1.71374E-08,1500,6000,118.6746368,0.006901459,-26445484,0,-1.24246E-06,7.85021E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2ClH5_*,[*],(G),298.15,4000,-75098.88496,275.747174,-112265.3782,62.57520445,,,,,,,,C2ClH5_*,3194,-125.518,298.15,4000,2,-75098.88496,298.15,1500,11.9715786,0.209784961,-217134,0,-0.000114093,2.41835E-08,1500,4000,142.8355103,0.021669135,-31772936,0,-5.02968E-06,4.19345E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2Cl2H2,[],(G),298.15,6000,18837.14965,296.8814011,3392.019996,68.79827316,,,,,,,,C2Cl2H2,321,-11.485,298.15,6000,2,18837.14965,298.15,1500,45.13819885,0.121010254,-575116,0,-7.17869E-05,1.62988E-08,1500,6000,123.1842499,0.004735008,-19832414,0,-8.52657E-07,5.38839E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C2Cl2H2_1,1","[1,1]",(G),298.15,6000,19270.27817,288.0238061,2294.668291,67.07527452,,,,,,,,"C2Cl2H2_1,1",322,-11.472,298.15,6000,2,19270.27817,298.15,1500,48.07256317,0.115392041,-869396,0,-0.0000678,1.53094E-08,1500,6000,123.171936,0.004741624,-19793690,0,-8.53978E-07,5.39762E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2Cl2H2_CIS,[CIS],(G),298.15,6000,20617.60474,289.4321946,4092.755022,64.83300338,,,,,,,,C2Cl2H2_CIS,323,-9.643,298.15,6000,2,20617.60474,298.15,1500,41.68748474,0.128923047,-784104,0,-7.81909E-05,1.80539E-08,1500,6000,123.2011414,0.004727347,-20246736,0,-8.5133E-07,5.38027E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2Cl2H2_TRANS,[TRANS],(G),298.15,6000,23063.48775,289.9076956,6093.577376,66.50405837,,,,,,,,C2Cl2H2_TRANS,324,-8.229,298.15,6000,2,23063.48775,298.15,1500,40.92040253,0.130351636,-598030,0,-7.91727E-05,1.82895E-08,1500,6000,123.2005158,0.00472781,-20146186,0,-8.51443E-07,5.38115E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2Cl2H4_*,[*],(G),298.15,4000,-86091.90043,305.0257039,-130130.563,76.27380204,,,,,,,,C2Cl2H4_*,3195,-145.567,298.15,4000,2,-86091.90043,298.15,1500,35.7666626,0.187821191,-590500,0,-0.000106508,2.33528E-08,1500,4000,150.0505982,0.017331232,-26690990,0,-4.02593E-06,3.35903E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2Cl3H,[],(G),298.15,6000,18153.4658,324.8253539,-4105.465255,80.01963934,,,,,,,,C2Cl3H,325,-20.71,298.15,6000,2,18153.4658,298.15,1500,63.52246857,0.109034473,-903626,0,-7.0839E-05,1.70144E-08,1500,6000,127.7677002,0.002535522,-13650360,0,-4.57196E-07,2.89216E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2Cl3H3_*,[*],(G),298.15,4000,-86756.71028,319.9902584,-142306.4852,92.26297356,,,,,,,,C2Cl3H3_*,3196,-160.298,298.15,4000,2,-86756.71028,298.15,1500,59.61717987,0.174602563,-925284,0,-0.000108915,2.56111E-08,1500,4000,158.7330627,0.012050035,-20239696,0,-2.79155E-06,2.32394E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2Cl4H2_*,[*],(G),298.15,4000,-88690.10898,355.8287862,-149375.9879,102.8297944,,,,,,,,C2Cl4H2_*,3197,-169.771,298.15,4000,2,-88690.10898,298.15,1500,73.6897583,0.168926514,-1105338,0,-0.000106188,2.44668E-08,1500,4000,178.4946899,0.001294977,-21202036,0,-4.81483E-07,5.08188E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CClH,[],(G),298.15,6000,292978.9459,234.7648465,308279.1158,36.71876038,,,,,,,,CClH,313,298.126,298.15,6000,2,292978.9459,298.15,1500,28.62683868,0.037184222,-107404,0,-2.16978E-05,5.37561E-09,1500,6000,8.08606911,0.033084344,19376090,0,-6.13038E-06,3.66679E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CClOH,[],(G),298.15,6000,-159643.3483,258.9494675,-164210.1126,44.66111529,,,,,,,,CClOH,326,-175.215,298.15,6000,2,-159643.3483,298.15,1500,26.82877731,0.07826604,-153834,0,-4.53982E-05,9.94062E-09,1500,6000,78.32118225,0.002334484,-12305076,0,-4.22327E-07,2.67791E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CClO,[],(G),298.15,6000,-27945.39915,265.0895652,-15998.19733,45.07706775,,,,,,,,CClO,311,-27.551,298.15,6000,2,-27945.39915,298.15,1500,39.60765839,0.025570218,-88742,0,-1.38155E-05,2.7187E-09,1500,6000,60.45967102,-0.001875418,-5914714,0,4.76862E-07,-2.84303E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCl2O,[],(G),298.15,6000,-207002.452,283.6315715,-219500.5472,57.74315659,,,,,,,,CCl2O,312,-232.378,298.15,6000,2,-207002.452,298.15,1500,52.0623703,0.052159619,-625310,0,-3.43401E-05,8.16441E-09,1500,6000,82.29547119,0.000418378,-5621940,0,-7.66671E-08,4.90698E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF,[],(G),298.15,6000,216117.7367,212.9208538,244071.1827,30.04824573,,,,,,,,CF,275,235.006,298.15,6000,2,216117.7367,298.15,1500,21.59939194,0.028908929,129364,0,-1.9732E-05,4.84588E-09,1500,6000,37.44011688,0.000324203,-2235088,0,6.26212E-10,3.53974E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF2,[],(G),298.15,6000,-189156.606,240.7136342,-180003.325,38.90565024,,,,,,,,CF2,276,-190.353,298.15,6000,2,-189156.606,298.15,1500,25.58673096,0.062432104,-141542,0,-4.50646E-05,1.14324E-08,1500,6000,68.52622986,-0.009091261,-8739434,0,2.65011E-06,-2.01692E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF3,[],(G),298.15,6000,-461303.5826,264.4270747,-472005.7427,49.53297847,,,,,,,,CF3,277,-483.479,298.15,6000,2,-461303.5826,298.15,1500,30.5444603,0.100137183,-439974,0,-7.20042E-05,1.82153E-08,1500,6000,82.60452271,0.000267764,-6753952,0,-4.92937E-08,3.1655E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF4,[],(G),298.15,6000,-894525.0579,261.3090797,-933207.7998,60.9850963,,,,,,,,CF4,278,-945.93,298.15,6000,2,-894525.0579,298.15,1500,38.37329102,0.1325229,-806560,0,-9.52244E-05,2.4082E-08,1500,6000,107.3488922,0.00036674,-9217618,0,-6.75631E-08,4.34139E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2F,[],(G),298.15,6000,322498.3962,230.9257313,353855.969,42.59763542,,,,,,,,C2F,279,343.488,298.15,6000,2,322498.3962,298.15,1500,34.56741333,0.038747156,-152142,0,-2.17133E-05,4.50643E-09,1500,6000,60.79395294,0.000766725,-6079416,0,-1.39939E-07,8.93057E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2F2,[],(G),298.15,6000,-152839.6635,249.4584118,-144657.798,60.10823298,,,,,,,,C2F2,280,-157.925,298.15,6000,2,-152839.6635,298.15,1500,52.00171661,0.04868299,-367316,0,-2.73115E-05,5.71959E-09,1500,6000,84.98565674,0.001131278,-8046400,0,-2.0599E-07,1.31235E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2F3,[],(G),298.15,6000,-223991.8004,297.5151471,-228177.3764,66.14397732,,,,,,,,C2F3,281,-242.338,298.15,6000,2,-223991.8004,298.15,1500,44.17691803,0.11187915,-456990,0,-7.57684E-05,1.83553E-08,1500,6000,106.8174896,0.000627534,-9815518,0,-1.1519E-07,7.38135E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2F4,[],(G),298.15,6000,-628089.2879,299.9950841,-659503.4318,80.41507769,,,,,,,,C2F4,282,-675.83,298.15,6000,2,-628089.2879,298.15,1500,55.26605225,0.13636062,-700218,0,-9.25266E-05,2.2456E-08,1500,6000,131.4691162,0.000770782,-12066594,0,-1.4134E-07,9.04912E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2F5,[],(G),298.15,6000,-850500.3261,348.5279775,-896008.9699,93.23363344,,,,,,,,C2F5,283,-915.098,298.15,6000,2,-850500.3261,298.15,1500,63.56725311,0.172919385,-1033406,0,-0.000124922,3.17111E-08,1500,6000,152.9208984,0.000445396,-11684984,0,-8.20238E-08,5.25458E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2F6,[],(G),298.15,6000,-1266688.829,332.2752787,-1344015.572,106.0758257,,,,,,,,C2F6,284,-1364.275,298.15,6000,2,-1266688.829,298.15,1500,74.07304382,0.206484814,-1519298,0,-0.000151913,3.90375E-08,1500,6000,177.8840942,0.000490087,-12560720,0,-1.03867E-07,7.58419E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2F2H2_TRANS,[TRANS],(G),298.15,6000,-293521.9415,267.7033042,-310044.3189,60.01691457,,,,,,,,C2F2H2_TRANS,298,-322.993,298.15,6000,2,-293521.9415,298.15,1500,25.92654419,0.154649658,-371072,0,-9.47775E-05,2.19223E-08,1500,6000,122.5077515,0.005060513,-22389722,0,-9.11315E-07,5.75948E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2F2H4_*,[*],(G),298.15,4000,-457211.4982,282.3840549,-500833.7511,67.8975244,,,,,,,,C2F2H4_*,3200,-514.797,298.15,4000,2,-457211.4982,298.15,1500,16.80895615,0.217078369,-291756,0,-0.000124633,2.74602E-08,1500,4000,148.1652222,0.018468271,-29321378,0,-4.29049E-06,3.58055E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2F3H,[],(G),298.15,6000,-469939.5032,292.5229376,-491005.5316,69.13718901,,,,,,,,C2F3H,299,-505.327,298.15,6000,2,-469939.5032,298.15,1500,40.47023773,0.146265967,-634030,0,-9.45624E-05,2.24951E-08,1500,6000,126.9107056,0.002951128,-17255518,0,-5.32462E-07,3.36971E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2F3H3_*,[*],(G),298.15,4000,-691542.971,287.2515889,-745598.7545,78.41965561,,,,,,,,C2F3H3_*,3201,-760.876,298.15,4000,2,-691542.971,298.15,1500,38.07980347,0.201154395,-845584,0,-0.000122252,2.8124E-08,1500,4000,155.0635681,0.014306274,-24454480,0,-3.32466E-06,2.7757E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2F4H2_*,[*],(G),298.15,4000,-838136.7679,316.1497581,-895807.6123,86.15453601,,,,,,,,C2F4H2_*,3202,-912.745,298.15,4000,2,-838136.7679,298.15,1500,42.65315247,0.224548389,-979688,0,-0.000150818,3.69739E-08,1500,4000,163.7948303,0.009033293,-20197002,0,-2.0969E-06,1.74757E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2F5H_*,[*],(G),298.15,4000,-1039785.205,333.6598365,-1104589.95,95.61253517,,,,,,,,C2F5H_*,3203,-1123.311,298.15,4000,2,-1039785.205,298.15,1500,53.6595993,0.225941406,-1093462,0,-0.000159453,4.01323E-08,1500,4000,170.7118836,0.004892996,-16444408,0,-1.14251E-06,9.56701E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFH,[],(G),298.15,6000,86969.89958,234.7600155,105286.3323,34.59721211,,,,,,,,CFH,287,95.304,298.15,6000,2,86969.89958,298.15,1500,20.29465485,0.048118658,189602,0,-2.6123E-05,5.47961E-09,1500,6000,54.52722931,0.001545536,-9319542,0,-2.36652E-07,1.51505E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFH2,[],(G),298.15,6000,-34968.425,236.4149821,-31999.68813,40.28440073,,,,,,,,CFH2,288,-42.592,298.15,6000,2,-34968.425,298.15,1500,19.73961639,0.073043164,155088,0,-3.54895E-05,6.68192E-09,1500,6000,74.64778137,0.004098759,-16384038,0,-7.39727E-07,4.68232E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFH3,[],(G),298.15,6000,-239109.9542,222.7049784,-255001.4174,37.48395631,,,,,,,,CFH3,289,-265.135,298.15,6000,2,-239109.9542,298.15,1500,-4.34582615,0.140198071,555312,0,-7.45029E-05,1.53039E-08,1500,6000,94.56881714,0.006517953,-26700526,0,-1.17586E-06,7.44071E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF2H,[],(G),298.15,6000,-252494.2385,258.3754135,-254003.7785,45.24488066,,,,,,,,CF2H,290,-265.051,298.15,6000,2,-252494.2385,298.15,1500,26.82597351,0.085238367,-225968,0,-5.38781E-05,1.26965E-08,1500,6000,78.5479126,0.002216842,-11139422,0,-4.00021E-07,2.53168E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF2H2,[],(G),298.15,6000,-432304.0048,246.5782298,-452203.9718,42.84117529,,,,,,,,CF2H2,291,-462.893,298.15,6000,2,-432304.0048,298.15,1500,2.19445992,0.151916895,260216,0,-9.13773E-05,2.0686E-08,1500,6000,98.83033752,0.004469167,-21695122,0,-8.07024E-07,5.11037E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF3H,[],(G),298.15,6000,-669228.806,259.5365089,-696706.0245,51.01420317,,,,,,,,CF3H,292,-708.265,298.15,6000,2,-669228.806,298.15,1500,16.47055435,0.151044165,-212268,0,-9.81945E-05,2.3641E-08,1500,6000,102.7174835,0.00458691,-15860956,0,-4.52821E-07,2.9476E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2FH,[],(G),298.15,6000,26489.90748,231.4558005,41697.20849,52.25562354,,,,,,,,C2FH,293,30.252,298.15,6000,2,26489.90748,298.15,1500,49.52117157,0.037236963,-627920,0,-1.54177E-05,2.51011E-09,1500,6000,80.00534058,0.003493148,-11559924,0,-6.27083E-07,3.95402E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2FH3,[],(G),298.15,6000,-131251.1884,252.5277515,-140107.315,50.34973669,,,,,,,,C2FH3,294,-151.436,298.15,6000,2,-131251.1884,298.15,1500,15.47812843,0.154097632,-335324,0,-8.79234E-05,1.94468E-08,1500,6000,118.2870789,0.007086418,-27518088,0,-1.27561E-06,8.05907E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2FH5_*,[*],(G),298.15,4000,-226069.3859,264.9511858,-263181.5834,59.41892785,,,,,,,,C2FH5_*,3199,-276.008,298.15,4000,2,-226069.3859,298.15,1500,3.6679368,0.220600635,-4520,0,-0.000119683,2.52344E-08,1500,4000,141.7029419,0.02235748,-33114738,0,-5.19153E-06,4.33066E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2F2H2,[],(G),298.15,6000,-319817.6168,265.9346713,-336397.2889,60.21638567,,,,,,,,C2F2H2,295,-348.876,298.15,6000,2,-319817.6168,298.15,1500,12.12130737,0.202584229,-137004,0,-0.000129973,2.97903E-08,1500,6000,130.8110657,0.00083782,-17667484,0,-1.2653E-07,7.01282E-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C2F2H2_1,1","[1,1]",(G),298.15,6000,-319824.9251,265.8965729,-336406.6243,60.06708177,,,,,,,,"C2F2H2_1,1",296,-348.876,298.15,6000,2,-319824.9251,298.15,1500,33.98002625,0.139412891,-758108,0,-8.39157E-05,1.92024E-08,1500,6000,122.6320496,0.00500096,-21840948,0,-9.00601E-07,5.69166E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
